molecule_id,smiles,log_solubility
588,Cc3cc2nc1c(=O)[nH]c(=O)nc1n(CC(O)C(O)C(O)CO)c2cc3C,-3.685
591,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc2cccc(Oc3ccccc3)c2,-6.291
592,CN2C(=C(O)c1ccccc1S2(=O)=O)C(=O)Nc3ccccn3,-4.16
593,O=C1N(COC(=O)CC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-4.907
594,C1CCCC1,-2.64
598,CC(C)C=C,-2.73
599,Oc1ccccn1,1.02
600,CC,-1.36
602,Sc2nc1ccccc1s2,-3.18
603,Clc1c(Cl)c(Cl)c(c(Cl)c1Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,-11.6
604,COc2c1occc1cc3ccc(=O)oc23,-3.664
605,CC(=O)N,1.58
606,Cc1cccc2ccccc12,-3.7
607,CCN(CC)C(=O)C(C)Oc1cccc2ccccc12,-3.57
608,CC(O)C(C)(C)C,-0.62
609,CCCC(=O)OCC,-1.36
610,CC2=CC(=O)c1ccccc1C2=O,-3.03
611,c1ccc2c(c1)ccc3ccccc32,-5.26
612,Cc1ccnc(C)c1,0.38
613,CCCCCCCCCO,-3.01
614,BrCBr,-1.17
615,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,-3.59
616,Cc1ccc2cc(C)ccc2c1,-4.89
617,CCSC(=O)N(CC(C)C)CC(C)C,-3.68
618,O=N(=O)OCC(CON(=O)=O)ON(=O)=O,-2.22
620,CCCCCl,-2.03
621,ClC(Cl)(Cl)C(NC=O)N1C=CN(C=C1)C(NC=O)C(Cl)(Cl)Cl,-4.19
622,Cn2cc(c1ccccc1)c(=O)c(c2)c3cccc(c3)C(F)(F)F,-4.445
623,Nc3cc2c1ccccc1ccc2c4ccccc34,-6.2
624,CC12CCC3C(CCc4cc(O)ccc34)C2CCC1=O,-3.955
625,CCN2c1ccccc1N(C)C(=S)c3cccnc23,-4.706
626,CC1CO1,-0.59
627,O=C3CN=C(c1ccccc1)c2cc(ccc2N3)N(=O)=O,-3.796
628,CCNC(=S)NCC,-1.46
630,CCCCC(=O)OC,-1.34
632,Cc1cccc2c(C)cccc12,-4.678999999999999
633,NS(=O)(=O)c2cc1c(NCNS1(=O)=O)cc2Cl,-2.63
634,C1=Cc2cccc3cccc1c23,-3.96
635,CCCCCOC(=O)CC,-1.28
636,CCNc1nc(NC(C)C)nc(OC)n1,-2.084
637,c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45,-8.699
638,CCBr,-1.09
639,CCC#CCC,-1.99
640,CC1OC(CC(O)C1O)OC2C(O)CC(OC2C)OC8C(O)CC(OC7CCC3(C)C(CCC4C3CCC5(C)C(CCC45O)C6=CC(=O)OC6)C7)OC8C,-5.292999999999999
641,CCC(=C)C,-2.73
642,Oc1cccc2cccnc12,-2.42
643,C1CCc2ccccc2C1,-4.37
644,Oc1ccc(cc1)C2(OC(=O)c3ccccc23)c4ccc(O)cc4,-2.9
647,Cc1cc(=O)[nH]c(=S)[nH]1,-2.436
649,O=C1NC(=O)NC(=O)C1(C(C)C)CC=C,-1.7080000000000002
650,c1cc2ccc3cccc4ccc(c1)c2c34,-6.176
651,CCOC(C)OCC,-0.43
652,CC1(C)CON(Cc2ccccc2Cl)C1=O,-2.338
653,CCCCOCCO,-0.42
655,CC12CCC(O)CC1CCC3C2CCC4(C)C3CCC4=O,-4.402
656,FC(F)(F)c1cccc(c1)N2CC(CCl)C(Cl)C2=O,-4.047
657,c1ccc2ncccc2c1,-1.3
659,OC(Cn1cncn1)(Cn2cncn2)c3ccc(F)cc3F,-1.8
660,Clc2ccc1oc(=O)[nH]c1c2,-2.8310000000000004
661,Clc1ccc(c(Cl)c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,-7.92
662,O=C1NC(=O)C(=O)C(=O)N1,-1.25
663,ClCCCCl,-1.62
666,CC(C)C(C)C,-3.65
667,CCC=C,-1.94
668,Clc1ccc(Cl)c(c1)c2cc(Cl)c(Cl)c(Cl)c2Cl,-7.68
669,Nc1cc[nH]c(=O)n1,-1.155
670,FC(F)(Cl)C(F)(Cl)Cl,-3.04
671,CCC#N,0.28
672,ClC(Cl)C(c1ccc(Cl)cc1)c2ccccc2Cl,-6.51
674,CC34CCC1C(CC=C2CC(O)CCC12C)C3CCC4=O,-4.12
675,CC12CC2(C)C(=O)N(C1=O)c3cc(Cl)cc(Cl)c3,-4.8
676,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,-9.018
678,c1c(OC)c(OC)C2C(=O)OCC2c1,-1.899
679,OCC(O)CO,1.12
681,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,-5.67
682,Cc1c2ccccc2cc3ccccc13,-5.89
683,Cc1cc(=O)n(c2ccccc2)n1C,0.715
684,CCCCOC,-0.99
685,Cc2cnc1cncnc1n2,-0.8540000000000001
686,CCNc1nc(Cl)nc(NCC)n1,-4.55
687,CN(C)C(=O)C,1.11
688,CSc1nc(nc(n1)N(C)C)N(C)C,-2.676
689,C=C,-0.4
690,CC(C)(C)CCO,-0.5
691,O=C1NC(=O)NC(=O)C1(CC)CC=C,-1.614
694,c1ccc(Cl)cc1C(c2ccc(Cl)cc2)(O)C(=O)OC(C)C,-4.53
695,CC13CCC(=O)C=C1CCC4C2CCC(C(=O)CO)C2(CC(O)C34)C=O,-3.85
696,COc2ccc(Oc1ccc(NC(=O)N(C)C)cc1)cc2,-4.16
698,CC(C)SC(C)C,-2.24
700,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,-5.54
701,CCC1(C(C)C)C(=O)NC(=O)NC1=O,-2.21
702,CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)CCC1(C)C2C(=O)CC34C,-4.21
703,Cc1ncc(N(=O)=O)n1CCO,-1.22
705,CCCC(C)(C)CO,-1.52
706,c1ccoc1,-0.82
707,COCCCNc1nc(NC(C)C)nc(SC)n1,-2.928
708,CN(C)C(=O)NC1CC2CC1C3CCCC23,-3.1710000000000003
710,CC(=O)CCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3,-3.27
711,CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)C=CC1(C)C2C(O)CC34C,-4.37
712,CCCOC,-0.39
713,CC(C)OC(=O)C,-0.55
716,O=C1N(COC(=O)CCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-5.071000000000001
717,CCC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C,-5.37
718,c1cc2ccc3ccc4ccc5ccc6ccc1c7c2c3c4c5c67,-9.332
719,O=c1[nH]cnc2[nH]ncc12,-2.266
720,ClC=C,-1.75
721,CN(C)C(=O)C(c1ccccc1)c2ccccc2,-2.98
722,BrC(Br)(Br)Br,-3.14
723,CCN2c1cc(N(C)C)cc(C)c1NC(=O)c3cccnc23,-4.871
724,O=C1NC(=O)c2ccccc12,-2.61
725,OC(c1ccc(Cl)cc1)(c2cncnc2)c3ccccc3Cl,-4.38
727,Cn1ccc(=O)[nH]c1=O,-0.807
728,CCCCC1C(=O)N(N(C1=O)c2ccc(O)cc2)c3ccccc3,-3.73
729,Clc1ccc(Cl)c(c1)c2cccc(Cl)c2Cl,-6.47
730,CCC2NC(=O)c1cc(c(Cl)cc1N2)S(N)(=O)=O,-3.29
732,C1CC=CC1,-2.1
733,C1(=O)NC(=O)NC(=O)C1(O)C2(O)C(=O)NC(=O)NC2(=O),-1.99
734,CCCCCCCCC,-5.88
736,c1cccc2c3c(C)cc4ccccc4c3ccc12,-6.59
739,Cc1[nH]c(=O)n(c(=O)c1Cl)C(C)(C)C,-2.484
740,Clc1ccccc1C2=NCC(=O)Nc3ccc(cc23)N(=O)=O,-3.499
743,CCCCCC(C)C,-5.08
744,CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-8.176
745,CCCC1C(=O)N3N(C1=O)c2cc(C)ccc2N=C3N(C)C,-3.5380000000000003
746,CN2C(=O)CN=C(c1ccccc1)c3cc(Cl)ccc23,-3.754
747,CCC(O)C(C)C,-0.7
749,CC1(C)C2CCC1(C)C(O)C2,-2.32
750,CC12CCC3C(CCC4=CC(=O)CCC34C)C2CCC1O,-4.02
751,CCCCCCC,-4.53
752,Oc1cccc2ccccc12,-2.22
753,C/C1CCCCC1\C,-4.3
754,COc2cc1c(N)nc(nc1c(OC)c2OC)N3CCN(CC3)C(=O)OCC(C)(C)O,-3.638
755,C1Cc2c3c1cccc3cc4c2ccc5ccccc54,-7.85
756,CC(=O)C3(C)CCC4C2C=C(C)C1=CC(=O)CCC1(C)C2CCC34C,-5.27
757,CCCCCC(=O)C,-1.45
758,COP(=O)(NC(C)=O)SC,0.54
759,CCCCSP(=O)(SCCCC)SCCCC,-5.14
760,c1cC2C(=O)NC(=O)C2cc1,-2.932
761,NS(=O)(=O)c2cc1c(NC(NS1(=O)=O)C(Cl)Cl)cc2Cl,-2.68
762,CC=C(C)C,-2.56
765,c1ccc2c(c1)cnc3ccccc23,-2.78
766,CCCC(C)(O)CC,-0.98
767,CCCCCCCC,-5.24
768,c1ccc2cc3ccccc3cc2c1,-6.35
770,CCC=O,0.58
771,C1CCCCCCC1,-4.15
772,O=C1NC(=O)NC(=O)C1(CC=C)CC=C,-2.077
773,ClC(Cl)Cl,-1.17
774,Sc1nccc(=O)[nH]1,-2.273
775,Clc1ccc(CN(C2CCCC2)C(=O)Nc3ccccc3)cc1,-5.915
776,CC1=CCCCC1,-3.27
777,CCCCC(CC)C=O,-2.13
778,COc2c1occc1c(OC)c3c(=O)cc(C)oc23,-3.0210000000000004
779,O=C1NC(=O)NC(=O)C1(CC)CCC(C)C,-2.658
780,c1ccc2c3c(ccc2c1)c4cccc5cccc3c45,-8.0
781,CCC(CC)C=O,-1.52
782,CCCOCCC,-1.62
783,CCCCCCCCCCCCCCO,-5.84
785,NC(=O)N,0.96
786,CCCC#C,-1.64
788,CCCCCCCCCCCCCCCCCCO,-8.4
790,c1cc(O)c(O)c2OCC3(O)CC4=CC(=O)C(O)=CC4=C3c21,-2.7
791,c1nccc(C(=O)NN)c1,0.009
792,OC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,-5.46
793,CC(C)CCOC=O,-1.52
795,c2ccc1nc(ccc1c2)c4ccc3ccccc3n4,-5.4
796,CCOP(=O)(OCC)OCC,0.43
797,CC2(C)C1CCC(C)(C1)C2=O,-1.85
798,COc2cnc1cncnc1n2,-0.91
799,ClC2=C(Cl)C3(Cl)C1C=CCC1C2(Cl)C3(Cl)Cl,-5.64
800,CC(C)N(=O)=O,-0.62
801,c1ccc2c(c1)[nH]c3ccccc32,-5.27
802,OCC(O)C(O)CO,0.7
804,CNC(=O)C=C(C)OP(=O)(OC)OC,0.6509999999999999
805,O=C1CCC(=O)N1,0.3
806,CCC(C)C(C)C,-4.28
807,CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C,-4.16
808,CCN2c1ncccc1N(C)C(=S)c3cccnc23,-4.634
809,O2c1ccccc1N(CC)C(=O)c3ccccc23,-3.68
810,C1CCOCC1,-0.03
811,CCCCCC#C,-3.01
812,c1cc2ccc(OC)c(CC=C(C)(C))c2oc1=O,-4.314
813,c1cc(C)cc2c1c3cc4cccc5CCc(c45)c3cc2,-7.92
815,ClCC(C)C,-2.0
816,CC34CCC1C(CCc2cc(O)ccc12)C3CCC4(O)C#C,-4.3
817,CCCCCCCCCCCC(=O)OC,-4.69
818,CCCSCCC,-2.58
819,c1ccc2cc3cc4ccccc4cc3cc2c1,-8.6
820,CCCCCBr,-3.08
821,CCCC/C=C/C,-3.82
822,Cc1ncc(N(=O)=O)n1CCO,-1.26
823,CCCCCC1CCCC1,-6.08
824,Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)cc(Cl)c2Cl,-7.42
825,O=C1NC(=O)NC(=O)C1(CC)C(C)C,-2.148
826,CC(Cl)(Cl)Cl,-2.0
828,O=C2NC(=O)C1(CCCCC1)C(=O)N2,-3.06
829,CN(C)C(=O)OC1=CC(=O)CC(C)(C)C1,-0.85
831,CCOCC,-0.09
832,CC(C)NC(=O)N1CC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2,-4.376
840,COCOC,0.48
842,CCC(C)O,0.47
844,CC34CCC1C(CCc2cc(O)ccc12)C3CC(O)C4O,-4.955
845,C1c2ccccc2c3cc4ccccc4cc13,-8.04
846,O=C1CNC(=O)N1,-0.4
848,C=CCS(=O)SCC=C,-0.83
849,CCOP(=S)(OCC)Oc2ccc1oc(=O)c(Cl)c(C)c1c2,-5.382000000000001
850,Cc1c(C)c2c3ccccc3ccc2c4ccccc14,-7.01
851,CCCCC(=O)OC3(C(C)CC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C)C(=O)CO,-4.71
852,O=c2[nH]c(=O)c1[nH]c(=O)[nH]c1[nH]2,-3.93
855,Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,-7.15
856,CC(C)COC=O,-1.01
858,CCN2c1nc(C)cc(C(F)(F)F)c1NC(=O)c3cccnc23,-4.207
859,CCCCCC,-3.84
860,COC(=O)c1cccnc1,-0.46
861,NS(=O)(=O)c3cc2c(NC(Cc1ccccc1)NS2(=O)=O)cc3C(F)(F)F,-3.59
862,Clc1ccc(cc1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl,-7.82
863,CC1(OC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2)C=C,-4.925
864,CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,-3.15
865,c1ccc2c(c1)c3ccccc3c4ccccc24,-6.726
866,CC=C(C(=CC)c1ccc(O)cc1)c2ccc(O)cc2,-4.95
868,CCc1ccccn1,0.51
869,COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,-2.28
870,c1ccc(cc1)c2ccccc2,-4.345
871,Clc1cc(Cl)c(c(Cl)c1)c2c(Cl)cc(Cl)cc2Cl,-8.71
872,CN(C)c1nc(nc(n1)N(C)C)N(C)C,-3.364
873,CC(C)CC(C)(C)O,-0.92
874,O=C2NC(=O)C1(CCCCCC1)C(=O)N2,-3.168
875,OCC1OC(O)(CO)C(O)C1O,0.64
879,Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,-8.94
880,CCC(C)(C)C,-3.55
882,C=CCC=C,-2.09
883,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,-4.88
885,OC3N=C(c1ccccc1Cl)c2cc(Cl)ccc2NC3=O,-3.604
888,NS(=O)(=O)c2cc1c(N=CNS1(=O)=O)cc2Cl,-3.05
889,O=C1NC(=O)NC(=O)C1(C)CC,-1.228
891,C(c1ccccc1)c2ccccc2,-4.08
892,CCCCCC(O)CC,-1.98
893,CCN(Cc1c(F)cccc1Cl)c2c(cc(cc2N(=O)=O)C(F)(F)F)N(=O)=O,-6.78
894,CC(C)Nc1nc(Cl)nc(NC(C)C)n1,-4.43
895,CCCC(C)CO,-1.11
896,CCCCC(C)(C)O,-1.08
898,O=C1NC(=O)NC(=O)C1(CC)CC=C(C)C,-2.253
899,ClC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,-6.317
900,CCC(C)C1(CC(Br)=C)C(=O)NC(=O)NC1=O,-2.647
901,CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,-6.025
902,COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,-5.19
903,CCOC(=O)CC,-0.66
904,CSc1nc(NC(C)C)nc(NC(C)C)n1,-4.1
906,Cc1cc2ccccc2cc1C,-4.72
907,Clc1ccc(cc1)c2cc(Cl)ccc2Cl,-6.25
908,Clc1ccc(c(Cl)c1)c2cc(Cl)c(Cl)c(Cl)c2Cl,-7.39
909,NC(N)=NC#N,-0.31
910,ClC(Cl)(Cl)N(=O)=O,-2.0
911,Clc1cccc(Cl)c1c2ccccc2,-5.21
914,CCCCCCC(=O)OCC,-2.74
916,c2ccc1[nH]ncc1c2,-2.16
917,CC5(C)OC4CC3C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O5)C(=O)CO,-4.31
918,Nc2nc1[nH]cnc1c(=O)[nH]2,-3.583
919,COC(=O)C,0.46
920,CC34CCC1C(CCC2CC(=O)CCC12C)C3CCC4O,-4.743
921,CCCC(O)C=C,-0.59
922,OC(C1=CC2C5C(C1C2=C(c3ccccc3)c4ccccn4)C(=O)NC5=O)(c6ccccc6)c7ccccn7,-3.931
923,CCCCOCCCC,-1.85
924,CCCCCCCCCCCCO,-4.8
925,CCN2c1nc(N(C)(CCO))ccc1NC(=O)c3cccnc23,-3.36
926,CCCC(C)(C)O,-0.49
927,Nc1nc(=O)[nH]cc1F,-0.972
929,CCCCCC(C)(C)O,-1.72
932,c2cnc1ncncc1n2,0.02
934,C,-0.9
935,c2ccc1NCCc1c2,-1.04
936,O=N(=O)c1cccc2ccccc12,-3.54
937,CCC(C)C(=O)C,-0.67
938,Nc1nc(O)nc2nc[nH]c12,-3.401
939,OC(CC(c1ccccc1)c3c(O)c2ccccc2oc3=O)c4ccc(cc4)c5ccc(Br)cc5,-4.445
940,CN(=O)=O,0.26
941,CC(C)N(C(C)C)C(=O)SCC(Cl)=C(Cl)Cl,-4.88
942,C=CCCC=C,-2.68
943,c2ccc1[nH]ccc1c2,-1.52
944,CC34CCC1C(CCC2=CC(=O)CCC12C)C3CCC4=O,-3.69
945,CCCCC=C,-3.23
946,Cc1cccc(C)c1NC(=O)c2cc(c(Cl)cc2O)S(N)(=O)=O,-3.79
947,CCC1CCCCC1,-4.25
948,CCCCCCCC(=O)C,-2.58
949,COC(=O)Nc2nc1ccc(cc1[nH]2)C(=O)c3ccccc3,-3.88
951,CCN2c1nc(Cl)ccc1N(C)C(=O)c3cccnc23,-4.114
952,CNC(=O)Oc1cccc2ccccc12,-3.224
953,C#C,0.29
954,Cc1cncc(C)c1,0.38
955,C1C=CCC=C1,-2.06
956,CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,-2.518
958,CC(Cl)CCl,-1.6
959,CCCC=C(CC)C=O,-2.46
960,CCOP(=S)(OCC)SCCSCC,-4.23
961,CC(=O)OC3(C)CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C,-5.284
962,Clc1ccc(cc1)c2c(Cl)cccc2Cl,-6.14
963,Fc1cccc(F)c1C(=O)NC(=O)Nc2ccc(Cl)cc2,-6.02
964,Oc1cc(Cl)ccc1Oc2ccc(Cl)cc2Cl,-4.46
966,CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1C(=O)CO,-3.24
969,CCCCCCCCCCCCCCCO,-6.35
970,Clc1cccc(Cl)c1c2c(Cl)cccc2Cl,-7.39
971,O=C1NC(=O)NC(=O)C1(C)C,-1.742
972,CC(C)I,-2.09
974,CC(C)C(=O)C,-0.12
975,CCCCCCCCCCCCCCCC,-8.4
976,CC12CCC(CC1)C(C)(C)O2,-1.74
977,Cc2cccc3sc1nncn1c23,-2.07
978,CCCCCCC(=O)C,-2.05
979,CCCCCCCCC(=O)OC,-3.38
981,O=C1N(C2CCC(=O)NC2=O)C(=O)c3ccccc13,-2.676
983,CCO,1.1
984,O=C2NC(=O)C1(CCCC1)C(=O)N2,-2.349
986,CC(C)=CC3C(C(=O)OCc2cccc(Oc1ccccc1)c2)C3(C)C,-5.24
987,CN(C)C(=O)NC1CCCCCCC1,-2.218
988,ClC1(C2(Cl)C3(Cl)C4(Cl)C5(Cl)C1(Cl)C3(Cl)Cl)C5(Cl)C(Cl)(Cl)C24Cl,-6.8
989,CCCCCCCCBr,-5.06
990,CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc12,-4.883
991,CN(C)c2c(C)n(C)n(c1ccccc1)c2=O,-0.364
992,CCC(O)CC,-0.24
994,CC(C)CCCO,-1.14
995,CC34CCC1C(CCC2=CC(=O)CCC12O)C3CCC4(O)C#C,-4.57
996,CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c2ccc(Br)cc2,-4.93
997,Nc2cnn(c1ccccc1)c(=O)c2Cl,-2.878
998,CCC(C)(C)O,0.15
1000,CCOC=O,0.15
1002,C1CCC2CCCCC2C1,-5.19
1003,CCCCS,-2.18
1004,c1ccc2c(c1)c3cccc4ccc5cccc2c5c43,-7.8
1005,ClC(=C(Cl)Cl)Cl,-2.54
1006,CCC(=O)CC,-0.28
1007,C=CC#N,0.15
1008,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,-5.613
1009,CCCCC(=O)C,-0.8
1010,CCNc1nc(NC(C)(C)C)nc(OC)n1,-3.239
1011,CCCCC(C)CC,-5.16
1012,BrCCBr,-1.68
1014,O=C1NCCN1c2ncc(s2)N(=O)=O,-3.22
1015,C1c2ccccc2c3ccc4ccccc4c13,-6.68
1018,ClC(Cl)CC(=O)NC2=C(Cl)C(=O)c1ccccc1C2=O,-5.03
1019,ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,-7.2
1020,COC(=O)C=C,-0.22
1021,CN(C)C(=O)Nc2ccc(Oc1ccc(Cl)cc1)cc2,-4.89
1022,N(=Nc1ccccc1)c2ccccc2,-4.45
1025,OCC2OC(OC1(CO)OC(CO)C(O)C1O)C(O)C(O)C2O,0.79
1026,OC1C(O)C(O)C(O)C(O)C1O,0.35
1027,Cn2c(=O)n(C)c1ncn(CC(O)CO)c1c2=O,-0.17
1029,CCC(O)(CC)CC,-0.85
1030,CC45CCC2C(CCC3CC1SC1CC23C)C4CCC5O,-5.41
1034,C2c1ccccc1N(CCF)C(=O)c3ccccc23,-4.799
1035,CC(C)C(=O)C(C)C,-1.3
1036,O=C1NC(=O)NC(=O)C1(C(C)C)CC=C(C)C,-2.593
1037,c1c(O)C2C(=O)C3cc(O)ccC3OC2cc1(OC),-2.943
1038,Cn1cnc2n(C)c(=O)n(C)c(=O)c12,-0.8759999999999999
1039,CC(=O)SC4CC1=CC(=O)CCC1(C)C5CCC2(C)C(CCC23CCC(=O)O3)C45,-4.173
1041,O(c1ccccc1)c2ccccc2,-3.96
1042,Clc1cc(Cl)c(cc1Cl)c2cc(Cl)c(Cl)cc2Cl,-8.56
1043,NC(=O)c1cccnc1,0.61
1046,ClC1CC2C(C1Cl)C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,-6.86
1047,CSSC,-1.44
1050,COC(=O)c1ccccc1OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O,-0.742
1051,CCCCC(O)CC,-1.47
1052,CCN2c1nc(C)cc(C)c1NC(=O)c3cccnc23,-4.553999999999999
1054,Cc1cccc2c1ccc3ccccc32,-5.85
1055,CCCCC(CC)CO,-2.11
1056,CC(C)N(C(C)C)C(=O)SCC(=CCl)Cl,-4.2860000000000005
1058,Clc1cccc(n1)C(Cl)(Cl)Cl,-3.76
1059,C1CCC=CCC1,-3.18
1060,CN(C)C(=S)SSC(=S)N(C)C,-3.9
1061,COC1=CC(=O)CC(C)C13Oc2c(Cl)c(OC)cc(OC)c2C3=O,-3.2460000000000004
1062,CCCCCCCCCCO,-3.63
1063,CCC(C)(C)CC,-4.23
1064,CNC(=O)C(C)SCCSP(=O)(OC)(OC),1.144
1066,CCCC=O,-0.01
1067,CC4CC3C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O)C(=O)COC(C)=O,-4.9
1068,CCCC,-2.57
1070,CC1CC2C3CCC(O)(C(=O)C)C3(C)CC(O)C2(F)C4(C)C=CC(=O)C=C14,-4.099
1071,ClC(Cl)C(Cl)(Cl)Cl,-2.6
1073,CC(C)CO,0.1
1075,ICI,-2.34
1076,CCCC(O)CCC,-1.4
1077,CCCCCOC(=O)C,-1.89
1080,FC(F)(Cl)C(F)(F)Cl,-2.74
1081,CC=CC=O,0.32
1082,CN(C)C(=O)N(C)C,0.94
1084,CC(=O)OC3(CCC4C2CCC1=CC(=O)CCC1C2CCC34C)C#C,-4.8
1085,CCOP(=S)(OCC)N2C(=O)c1ccccc1C2=O,-3.35
1086,c1ccccc1NC(=O)c2c(O)cccc2,-3.59
1087,CCN(CC)C(=S)SCC(Cl)=C,-3.39
1088,ClCC,-1.06
1090,O=C(C=CC=Cc2ccc1OCOc1c2)N3CCCCC3,-3.46
1091,CC/C=C\C,-2.54
1092,CNC(=O)ON=C(CSC)C(C)(C)C,-1.62
1093,O=C2NC(=O)C1(CCCCCCC1)C(=O)N2,-2.982
1095,Oc2cc(O)c1C(=O)CC(Oc1c2)c3ccc(O)c(O)c3,-3.62
1096,O=C(c1ccccc1)c2ccccc2,-3.12
1097,CCCCCCCCCCCCCCCCCCCC,-8.172
1098,N(Nc1ccccc1)c2ccccc2,-2.92
1099,CCC(CC)CO,-1.17
1100,Oc1ccncc1,1.02
1101,Cl\C=C/Cl,-1.3
1102,CC1CCCC1,-3.3
1103,CC(C)CC(C)O,-0.8
1104,O2c1ccc(N)cc1N(C)C(=O)c3cc(C)ccc23,-3.928
1105,CC(C)(C)CO,-0.4
1106,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2cncn2,-3.61
1107,Cc1cc(no1)C(=O)NNCc2ccccc2,-2.461
1108,CC=C,-1.08
1109,Oc1ccc(Cl)cc1Cc2cc(Cl)ccc2O,-3.953
1110,CCOC(=O)Nc2cccc(OC(=O)Nc1ccccc1)c2,-4.632
1111,O=C1c2ccccc2C(=O)c3ccccc13,-5.19
1112,CCCCCCC(C)O,-2.09
1113,CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1,-2.281
1115,O=C1NC(=O)C(=O)N1,-0.4
1116,COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,-6.237
1117,NS(=O)(=O)c1cc(ccc1Cl)C2(O)NC(=O)c3ccccc23,-3.451
1118,CC(C)COC(=O)C,-1.21
1119,CC(C)C(C)(C)C,-4.36
1120,Clc1ccc(c(Cl)c1Cl)c2c(Cl)cc(Cl)c(Cl)c2Cl,-7.66
1123,FC(F)(F)C(Cl)Br,-1.71
1124,CNC(=O)ON=C(SC)C(=O)N(C)C,0.106
1125,CCSCCSP(=S)(OC)OC,-3.091
1126,CCC(C)C,-3.18
